sample_id	score	global_score	seq_recovery
4679	0.6971	0.7799	0.4932
4680	0.7134	0.7962	0.5205
4681	0.7164	0.8095	0.4658
4682	0.7327	0.8133	0.4932
4683	0.7146	0.8057	0.4932
4684	0.6973	0.7772	0.5479
4685	0.7017	0.7922	0.5205
4686	0.7208	0.8099	0.4932
4687	0.7057	0.7890	0.4658
4688	0.7246	0.8136	0.5205
4689	0.7040	0.7831	0.5205
4690	0.7079	0.7890	0.4521
4691	0.6798	0.7708	0.4932
4692	0.7102	0.7920	0.5205
4693	0.7227	0.8136	0.5068
4694	0.6814	0.7619	0.5479
4695	0.7055	0.7867	0.5068
4696	0.6872	0.7676	0.5205
4697	0.6983	0.7888	0.5068
4698	0.6998	0.7929	0.4932
4699	0.6906	0.7767	0.5068
4700	0.7600	0.8461	0.4932
4701	0.7299	0.8200	0.5068
4702	0.7095	0.7995	0.5342
4703	0.7290	0.8133	0.4932
4704	0.7514	0.8297	0.4932
4705	0.7063	0.7848	0.5205
4706	0.7036	0.7860	0.5753
4707	0.7064	0.7921	0.5068
4708	0.7118	0.8037	0.5205
4709	0.6927	0.7839	0.5205
4710	0.7028	0.7887	0.5205
4711	0.6894	0.7841	0.5068
4712	0.7227	0.8142	0.4384
4713	0.7083	0.7977	0.4658
4714	0.6956	0.7794	0.5342
4715	0.7068	0.7919	0.5068
4716	0.7152	0.8075	0.5205
4717	0.7393	0.8301	0.4932
4718	0.6817	0.7758	0.5342
4719	0.7225	0.8113	0.4795
4720	0.7215	0.8017	0.5068
4721	0.6811	0.7765	0.4795
4722	0.7183	0.8033	0.4932
4723	0.6947	0.7866	0.4932
4724	0.6782	0.7590	0.4932
4725	0.6872	0.7814	0.4795
4726	0.7109	0.7956	0.5068
4727	0.6974	0.7870	0.4932
4728	0.7059	0.7853	0.5205
4729	0.7345	0.8111	0.5479
4730	0.7284	0.8094	0.5068
4731	0.7103	0.7925	0.5068
4732	0.7409	0.8234	0.5068
4733	0.7085	0.8001	0.5205
4734	0.6937	0.7769	0.5342
4735	0.6673	0.7619	0.5205
4736	0.6961	0.7869	0.5479
4737	0.6966	0.7907	0.5479
4738	0.7125	0.8039	0.5616
4739	0.7174	0.8016	0.5068
4740	0.7006	0.7949	0.5205
4741	0.6957	0.7807	0.4932
4742	0.7663	0.8447	0.4795
4743	0.7585	0.8487	0.5068
4744	0.7046	0.7988	0.4658
4745	0.6932	0.7835	0.5342
4746	0.6966	0.7875	0.4932
4747	0.6921	0.7820	0.5068
4748	0.7011	0.7866	0.4658
4749	0.7308	0.8193	0.5205
4750	0.6790	0.7697	0.5342
4751	0.6932	0.7771	0.4795
4752	0.6883	0.7785	0.5479
4753	0.6983	0.7926	0.5616
4754	0.7014	0.7868	0.4795
4755	0.7188	0.7973	0.5342
4756	0.7050	0.7978	0.5068
4757	0.7000	0.7900	0.5205
4758	0.6788	0.7714	0.4795
4759	0.6803	0.7722	0.5342
4760	0.6626	0.7512	0.5342
4761	0.7017	0.7922	0.5342
4762	0.7329	0.8135	0.4932
4763	0.7033	0.7883	0.4932
4764	0.6973	0.7884	0.5342
4765	0.7153	0.8059	0.4658
4766	0.7005	0.7948	0.5068
4767	0.7014	0.7860	0.5342
4768	0.6679	0.7555	0.4795
4769	0.7112	0.8048	0.5616
4770	0.7079	0.7938	0.4932
4771	0.6987	0.7786	0.5205
4772	0.6942	0.7770	0.5205
4773	0.6968	0.7868	0.5205
4774	0.7240	0.8086	0.5342
4775	0.7161	0.8088	0.4795
4776	0.7057	0.7915	0.5068
4777	0.6993	0.7784	0.5479
4778	0.7031	0.7935	0.5205
4779	0.7149	0.8046	0.5616
4780	0.7189	0.8101	0.4932
4781	0.7167	0.8098	0.4795
4782	0.7043	0.7978	0.5342
4783	0.7184	0.8114	0.4795
4784	0.6950	0.7749	0.4932
4785	0.7187	0.8032	0.5205
4786	0.7244	0.8091	0.5342
4787	0.7100	0.8038	0.4795
4788	0.7189	0.8076	0.5205
4789	0.7046	0.7905	0.4932
4790	0.6997	0.7788	0.4932
4791	0.7153	0.7995	0.5068
4792	0.7079	0.7927	0.5342
4793	0.7150	0.7992	0.5068
4794	0.6919	0.7832	0.5205
4795	0.6730	0.7688	0.4932
4796	0.6970	0.7768	0.5068
4797	0.7058	0.7876	0.4658
4798	0.6954	0.7863	0.4932
4799	0.7134	0.7916	0.5068
4800	0.7601	0.8351	0.5342
4801	0.7069	0.7966	0.4795
4802	0.7110	0.8001	0.4932
4803	0.7497	0.8315	0.4521
4804	0.7048	0.7858	0.5068
4805	0.7005	0.7929	0.5068
4806	0.6951	0.7859	0.5068
4807	0.6773	0.7712	0.4795
4808	0.6637	0.7509	0.4932
4809	0.7287	0.8175	0.4795
4810	0.7110	0.8034	0.4932
4811	0.7617	0.8510	0.4384
4812	0.6949	0.7809	0.4795
4813	0.6883	0.7796	0.5205
4814	0.7738	0.8549	0.5479
4815	0.7410	0.8288	0.4658
4816	0.6995	0.7940	0.5342
4817	0.7238	0.8121	0.4658
4818	0.7002	0.7851	0.4795
4819	0.7075	0.8011	0.5068
4820	0.7075	0.8007	0.5479
4821	0.6808	0.7753	0.5068
4822	0.7070	0.8010	0.5342
4823	0.6891	0.7758	0.4932
4824	0.6775	0.7583	0.4932
4825	0.7196	0.7981	0.4932
4826	0.7106	0.8007	0.4932
4827	0.7094	0.7885	0.5342
4828	0.6920	0.7850	0.5342
4829	0.7285	0.8116	0.5068
4830	0.6970	0.7907	0.5205
4831	0.6905	0.7839	0.5205
4832	0.6792	0.7721	0.5342
4833	0.6930	0.7750	0.4932
4834	0.7362	0.8154	0.5068
4835	0.7262	0.8105	0.4795
4836	0.7079	0.7898	0.4932
4837	0.7078	0.7974	0.5205
4838	0.7092	0.7877	0.5753
4839	0.7548	0.8377	0.5479
4840	0.6940	0.7848	0.5205
4841	0.7047	0.7948	0.5068
4842	0.6744	0.7704	0.5068
4843	0.7086	0.7941	0.5068
4844	0.7302	0.8218	0.5342
4845	0.6744	0.7609	0.5205
4846	0.7166	0.8004	0.4795
4847	0.7262	0.8158	0.5068
4848	0.7134	0.7962	0.5479
4849	0.7064	0.7977	0.4384
4850	0.6792	0.7654	0.5205
4851	0.7114	0.7965	0.4932
4852	0.7322	0.8209	0.5342
4853	0.7192	0.7970	0.4932
4854	0.7429	0.8301	0.5205
4855	0.7467	0.8369	0.5479
4856	0.7028	0.7879	0.4932
4857	0.7012	0.7864	0.5205
4858	0.7427	0.8321	0.4795
4859	0.6951	0.7855	0.4932
4860	0.7003	0.7901	0.5068
4861	0.6967	0.7765	0.5205
4862	0.7179	0.7966	0.5616
4863	0.7399	0.8270	0.5068
4864	0.7125	0.7933	0.4795
4865	0.6679	0.7525	0.4795
4866	0.6738	0.7583	0.5205
4867	0.7041	0.7948	0.5479
4868	0.7081	0.7869	0.4795
4869	0.6995	0.7844	0.5205
4870	0.6878	0.7713	0.5068
4871	0.7232	0.8043	0.4932
4872	0.6875	0.7799	0.5068
4873	0.6946	0.7809	0.4795
4874	0.7055	0.7908	0.5479
4875	0.6953	0.7749	0.5205
4876	0.7101	0.7890	0.4932
4877	0.6986	0.7834	0.4795
4878	0.7142	0.7960	0.5616
4879	0.7074	0.8010	0.4932
4880	0.7056	0.7953	0.5342
4881	0.7178	0.8031	0.5068
4882	0.7192	0.7993	0.5068
4883	0.6952	0.7888	0.5068
4884	0.7527	0.8350	0.4932
4885	0.7393	0.8288	0.5068
4886	0.6805	0.7644	0.4795
4887	0.6972	0.7828	0.5205
4888	0.7281	0.8178	0.5479
4889	0.7012	0.7940	0.5068
4890	0.7118	0.7962	0.4932
4891	0.7114	0.7900	0.4795
4892	0.7276	0.8110	0.5205
4893	0.7044	0.7879	0.5205
4894	0.7015	0.7956	0.4932
4895	0.6910	0.7835	0.5205
4896	0.7327	0.8212	0.4932
4897	0.6910	0.7745	0.5479
4898	0.7219	0.8060	0.5205
4899	0.7125	0.7978	0.5342
4900	0.7277	0.8115	0.5616
4901	0.6777	0.7590	0.5205
4902	0.7008	0.7845	0.5342
4903	0.6805	0.7608	0.5205
4904	0.6970	0.7769	0.4795
4905	0.6959	0.7886	0.5205
4906	0.7236	0.8065	0.5205
4907	0.7046	0.7905	0.4795
4908	0.6812	0.7674	0.4932
4909	0.7435	0.8268	0.4795
4910	0.6964	0.7867	0.5068
4911	0.7448	0.8242	0.5205
4912	0.6788	0.7631	0.5205
4913	0.7442	0.8349	0.5342
4914	0.6900	0.7767	0.5068
4915	0.7032	0.7942	0.5479
4916	0.6986	0.7777	0.4932
4917	0.6859	0.7667	0.4932
4918	0.7223	0.8137	0.5616
4919	0.7169	0.8019	0.4932
4920	0.7028	0.7968	0.4932
4921	0.7323	0.8150	0.4795
4922	0.7334	0.8129	0.5205
4923	0.7017	0.7833	0.5616
4924	0.7167	0.7947	0.4795
4925	0.7284	0.8081	0.5342
4926	0.6798	0.7741	0.5068
4927	0.7106	0.8037	0.5205
4928	0.6723	0.7681	0.4932
4929	0.6996	0.7792	0.5205
4930	0.7462	0.8330	0.4932
4931	0.6731	0.7675	0.5479
4932	0.6847	0.7773	0.5205
4933	0.6893	0.7747	0.5068
4934	0.7140	0.8047	0.5205
4935	0.7116	0.8048	0.4932
4936	0.7360	0.8164	0.5205
4937	0.7109	0.7960	0.4521
4938	0.7017	0.7922	0.5205
4939	0.7076	0.7917	0.4932
4940	0.7084	0.8020	0.5068
4941	0.7056	0.7989	0.5205
4942	0.7155	0.7942	0.5205
4943	0.7147	0.8062	0.5068
4944	0.7062	0.7993	0.4521
4945	0.6958	0.7890	0.4658
4946	0.6785	0.7596	0.5479
4947	0.7127	0.7934	0.4932
4948	0.7513	0.8335	0.5068
4949	0.6954	0.7803	0.4795
4950	0.6752	0.7623	0.5068
4951	0.6956	0.7875	0.5068
4952	0.7094	0.7949	0.5205
4953	0.7094	0.7983	0.5205
4954	0.6921	0.7761	0.5205
4955	0.7027	0.7819	0.4795
4956	0.6954	0.7899	0.5205
4957	0.7479	0.8304	0.5068
4958	0.7237	0.8068	0.5068
4959	0.7211	0.8022	0.5342
4960	0.7354	0.8232	0.4521
4961	0.6932	0.7844	0.4932
4962	0.7383	0.8287	0.4932
4963	0.7490	0.8367	0.5205
4964	0.7055	0.7869	0.5205
4965	0.6702	0.7622	0.5068
4966	0.7305	0.8217	0.5479
4967	0.6785	0.7632	0.5068
4968	0.6841	0.7699	0.5068
4969	0.7061	0.7979	0.4932
4970	0.7348	0.8231	0.4932
4971	0.7294	0.8172	0.5342
4972	0.7206	0.7989	0.4658
4973	0.6933	0.7791	0.4932
4974	0.7034	0.7895	0.4658
4975	0.7089	0.8003	0.5205
4976	0.7117	0.8018	0.4521
4977	0.6976	0.7831	0.4658
4978	0.7033	0.7961	0.5068
4979	0.7148	0.8039	0.5342
4980	0.6856	0.7709	0.4932
4981	0.7139	0.8054	0.4932
4982	0.7004	0.7851	0.5342
4983	0.7285	0.8207	0.4932
4984	0.7217	0.8052	0.4658
4985	0.6819	0.7695	0.5205
4986	0.7470	0.8352	0.5342
4987	0.7007	0.7935	0.5205
4988	0.6958	0.7861	0.5342
4989	0.6926	0.7746	0.5068
4990	0.6994	0.7823	0.5205
4991	0.7333	0.8211	0.5068
4992	0.7362	0.8258	0.5068
4993	0.7045	0.7856	0.4795
4994	0.7012	0.7807	0.5068
4995	0.7164	0.8077	0.5479
4996	0.7129	0.8026	0.4932
4997	0.6904	0.7745	0.4932
4998	0.6762	0.7683	0.4932
4999	0.7083	0.7906	0.4932
5000	0.7803	0.8551	0.4932
5001	0.7015	0.7878	0.5068
5002	0.7086	0.7986	0.4932
5003	0.7336	0.8159	0.5342
5004	0.7041	0.7954	0.4795
5005	0.6996	0.7856	0.4932
5006	0.6947	0.7815	0.5479
5007	0.6954	0.7819	0.4384
5008	0.6790	0.7666	0.5342
5009	0.7000	0.7848	0.5068
5010	0.7175	0.8024	0.4521
5011	0.7031	0.7962	0.4932
5012	0.7312	0.8083	0.4932
5013	0.7222	0.8138	0.5068
5014	0.6740	0.7663	0.4932
5015	0.6985	0.7881	0.5479
5016	0.7291	0.8110	0.5342
5017	0.7000	0.7910	0.4932
5018	0.6755	0.7700	0.4932
5019	0.7089	0.7948	0.5205
5020	0.6876	0.7820	0.5342
5021	0.7397	0.8226	0.4932
5022	0.7435	0.8271	0.5205
5023	0.7010	0.7949	0.5068
5024	0.7079	0.7934	0.5342
5025	0.7138	0.7986	0.4932
5026	0.6891	0.7816	0.5205
5027	0.7233	0.8078	0.4932
5028	0.7362	0.8200	0.5205
5029	0.6801	0.7639	0.5342
5030	0.7090	0.7882	0.5479
5031	0.7186	0.8086	0.4932
5032	0.6955	0.7822	0.5205
5033	0.7021	0.7877	0.4658
5034	0.7120	0.7956	0.5342
5035	0.6728	0.7650	0.5205
5036	0.6918	0.7776	0.4795
5037	0.7365	0.8166	0.4658
5038	0.7182	0.8034	0.4932
5039	0.7131	0.7912	0.4932
5040	0.7493	0.8366	0.5068
5041	0.6955	0.7883	0.5068
5042	0.6907	0.7851	0.5068
5043	0.7138	0.7977	0.4795
5044	0.7059	0.7984	0.4658
5045	0.6913	0.7832	0.4932
5046	0.7068	0.8004	0.5616
5047	0.7165	0.8018	0.4932
5048	0.7181	0.7985	0.4795
5049	0.7165	0.8086	0.4932
5050	0.7242	0.8060	0.4658
5051	0.7431	0.8265	0.5479
5052	0.7225	0.8039	0.5205
5053	0.6698	0.7579	0.5068
5054	0.7132	0.8057	0.5342
5055	0.6971	0.7770	0.5068
5056	0.7089	0.7917	0.5068
5057	0.7176	0.8016	0.5068
5058	0.6849	0.7707	0.5205
5059	0.6896	0.7698	0.5342
5060	0.7290	0.8064	0.4932
5061	0.6975	0.7875	0.5205
5062	0.7111	0.8013	0.4795
5063	0.7036	0.7861	0.4932
5064	0.7129	0.7911	0.4521
5065	0.6950	0.7854	0.4932
5066	0.7042	0.7968	0.4932
5067	0.6942	0.7741	0.5068
5068	0.7163	0.8050	0.4932
5069	0.7159	0.8082	0.5205
5070	0.7317	0.8149	0.4795
5071	0.6887	0.7819	0.5205
5072	0.7340	0.8151	0.5342
5073	0.6900	0.7829	0.5068
5074	0.7116	0.8054	0.5068
5075	0.7170	0.7988	0.5068
5076	0.7228	0.8011	0.5068
5077	0.7042	0.7947	0.5205
5078	0.7158	0.7981	0.5342
5079	0.7432	0.8324	0.5205
5080	0.6978	0.7773	0.5205
5081	0.6773	0.7721	0.5342
5082	0.7230	0.8042	0.4932
5083	0.7172	0.8021	0.5342
5084	0.7150	0.7938	0.5068
5085	0.7254	0.8171	0.4932
5086	0.6606	0.7537	0.5205
5087	0.7435	0.8305	0.5205
5088	0.7195	0.8123	0.5068
5089	0.7170	0.8056	0.5068
5090	0.6972	0.7828	0.5068
5091	0.7008	0.7832	0.5342
5092	0.6944	0.7881	0.4932
5093	0.7391	0.8295	0.5205
5094	0.6790	0.7617	0.4521
5095	0.7127	0.7936	0.5205
5096	0.6984	0.7925	0.4932
5097	0.6948	0.7805	0.5205
5098	0.7113	0.7930	0.5342
5099	0.7025	0.7877	0.5068
5100	0.6991	0.7935	0.5068
5101	0.7258	0.8161	0.5205
5102	0.7028	0.7880	0.5342
5103	0.7095	0.7940	0.5342
5104	0.7135	0.8064	0.4932
5105	0.6962	0.7753	0.5068
5106	0.7163	0.8090	0.4795
5107	0.7306	0.8190	0.5068
5108	0.6927	0.7792	0.4795
5109	0.7181	0.8002	0.4795
5110	0.6998	0.7927	0.5616
5111	0.6964	0.7908	0.5205
5112	0.7244	0.8088	0.4932
5113	0.7234	0.8054	0.4795
5114	0.7174	0.8018	0.5342
5115	0.6988	0.7891	0.5205
5116	0.6987	0.7924	0.5342
5117	0.6949	0.7801	0.5068
5118	0.6905	0.7767	0.5205
5119	0.7047	0.7888	0.5205
5120	0.7287	0.8064	0.5068
5121	0.7363	0.8173	0.4795
5122	0.7256	0.8068	0.5342
5123	0.7250	0.8090	0.5342
5124	0.7140	0.8030	0.5205
5125	0.6774	0.7610	0.5342
5126	0.6833	0.7698	0.5068
5127	0.7093	0.8016	0.5205
5128	0.6857	0.7723	0.5068
5129	0.6529	0.7374	0.5068
5130	0.7346	0.8252	0.4658
5131	0.6771	0.7611	0.5068
5132	0.6984	0.7833	0.5068
5133	0.7051	0.7972	0.5068
5134	0.6927	0.7758	0.4932
5135	0.6902	0.7762	0.4932
5136	0.6894	0.7737	0.4932
5137	0.7320	0.8223	0.5205
5138	0.6951	0.7874	0.5205
5139	0.7323	0.8199	0.4658
5140	0.6977	0.7924	0.5342
5141	0.6844	0.7719	0.5205
5142	0.7082	0.7995	0.5342
5143	0.7148	0.7967	0.4932
5144	0.7152	0.8067	0.5068
5145	0.7153	0.8056	0.5068
5146	0.6929	0.7771	0.4932
5147	0.7047	0.7898	0.5205
5148	0.7396	0.8294	0.4795
5149	0.6913	0.7774	0.4795
5150	0.7197	0.8127	0.5205
5151	0.7414	0.8214	0.5342
5152	0.7381	0.8183	0.4932
5153	0.7121	0.7966	0.5068
5154	0.7235	0.8053	0.5205
5155	0.7009	0.7800	0.5068
5156	0.6954	0.7877	0.5068
5157	0.7137	0.7989	0.5342
5158	0.7216	0.8128	0.5205
5159	0.7221	0.8061	0.4795
5160	0.6697	0.7566	0.5205
5161	0.7091	0.8028	0.4932
5162	0.7085	0.7982	0.5068
5163	0.6876	0.7804	0.5205
5164	0.7199	0.8030	0.4795
5165	0.7392	0.8269	0.4932
5166	0.6940	0.7869	0.4658
5167	0.7125	0.8025	0.5068
5168	0.7075	0.7971	0.5068
5169	0.6797	0.7753	0.5205
5170	0.7061	0.7919	0.4932
5171	0.7160	0.8079	0.5342
5172	0.6957	0.7822	0.5068
5173	0.7099	0.7917	0.4932
5174	0.7096	0.7944	0.4658
5175	0.6744	0.7557	0.5205
5176	0.6937	0.7737	0.4932
5177	0.7127	0.7910	0.4795
5178	0.7165	0.8016	0.5205
5179	0.7123	0.8009	0.4658
5180	0.6861	0.7707	0.5342
5181	0.6702	0.7536	0.5342
5182	0.6890	0.7813	0.5342
5183	0.7343	0.8181	0.5205
5184	0.7108	0.8001	0.5342
5185	0.7068	0.7855	0.5068
5186	0.7043	0.7976	0.5068
5187	0.6954	0.7851	0.4795
5188	0.7041	0.7890	0.4932
5189	0.6976	0.7882	0.5068
5190	0.7136	0.8054	0.5479
5191	0.7136	0.7985	0.4658
5192	0.6948	0.7813	0.5753
5193	0.6877	0.7810	0.5342
5194	0.7041	0.7834	0.5068
5195	0.7000	0.7926	0.5205
5196	0.7403	0.8233	0.4932
5197	0.7200	0.8042	0.4932
5198	0.6884	0.7687	0.4521
5199	0.7174	0.7960	0.4795
5200	0.7174	0.8062	0.5205
5201	0.6759	0.7599	0.4795
5202	0.7162	0.8001	0.5205
5203	0.7221	0.8140	0.5205
5204	0.7143	0.8040	0.5068
5205	0.6896	0.7700	0.5205
5206	0.7262	0.8073	0.5342
5207	0.7075	0.7888	0.5479
5208	0.6916	0.7846	0.5205
5209	0.7003	0.7948	0.5205
5210	0.6963	0.7825	0.5205
5211	0.6992	0.7808	0.4658
5212	0.7204	0.8042	0.4658
5213	0.6958	0.7818	0.5068
5214	0.6857	0.7795	0.5068
5215	0.7144	0.8055	0.4932
5216	0.7401	0.8280	0.5616
5217	0.7637	0.8424	0.5342
5218	0.6958	0.7879	0.5068
5219	0.6664	0.7512	0.4795
5220	0.6786	0.7706	0.5205
5221	0.7152	0.8048	0.5068
5222	0.6792	0.7721	0.4932
5223	0.7007	0.7862	0.4795
5224	0.7011	0.7941	0.5205
5225	0.6883	0.7793	0.5068
5226	0.7114	0.8041	0.4795
5227	0.6984	0.7809	0.4795
5228	0.7047	0.7967	0.4658
5229	0.7467	0.8334	0.5342
5230	0.6890	0.7730	0.5068
5231	0.6998	0.7851	0.5479
5232	0.6770	0.7686	0.5342
5233	0.7236	0.8121	0.5479
5234	0.6896	0.7739	0.4932
5235	0.7124	0.7973	0.5342
5236	0.7236	0.8136	0.4932
5237	0.7304	0.8215	0.4932
5238	0.7318	0.8096	0.5342
5239	0.7118	0.7947	0.5342
5240	0.7313	0.8148	0.4932
5241	0.6914	0.7828	0.4795
5242	0.7476	0.8387	0.5068
5243	0.7322	0.8139	0.5205
5244	0.6555	0.7490	0.5342
5245	0.7420	0.8333	0.5205
5246	0.6864	0.7779	0.5205
5247	0.7049	0.7970	0.4795
5248	0.7314	0.8127	0.5205
5249	0.7008	0.7803	0.5068
5250	0.6802	0.7613	0.5068
5251	0.6986	0.7929	0.5068
5252	0.6890	0.7840	0.5068
5253	0.6762	0.7713	0.4932
5254	0.7105	0.7995	0.5068
5255	0.6737	0.7607	0.5068
5256	0.7208	0.8135	0.5068
5257	0.6992	0.7932	0.5068
5258	0.7199	0.8092	0.5479
5259	0.6912	0.7812	0.5205
5260	0.7271	0.8108	0.5068
5261	0.7351	0.8231	0.5068
5262	0.7703	0.8562	0.4521
5263	0.7012	0.7807	0.5068
5264	0.6883	0.7744	0.4932
5265	0.7073	0.7897	0.4658
5266	0.6922	0.7741	0.4795
5267	0.6652	0.7598	0.5342
5268	0.7048	0.7844	0.4932
5269	0.7149	0.7965	0.5342
5270	0.7168	0.8057	0.5068
5271	0.7214	0.8095	0.4932
5272	0.6992	0.7935	0.4932
5273	0.6819	0.7725	0.4932
5274	0.7004	0.7937	0.4932
5275	0.7589	0.8457	0.5068
5276	0.7125	0.7946	0.4932
5277	0.6888	0.7840	0.5068
5278	0.6927	0.7793	0.5068
5279	0.7090	0.7902	0.4932
5280	0.7229	0.8041	0.4658
5281	0.7107	0.7937	0.5342
5282	0.7124	0.8041	0.5068
5283	0.6849	0.7712	0.4932
5284	0.7352	0.8254	0.5205
5285	0.6976	0.7882	0.5479
5286	0.6878	0.7806	0.5205
5287	0.7087	0.7941	0.5068
5288	0.7124	0.8061	0.5068
5289	0.7293	0.8072	0.5068
5290	0.7232	0.8117	0.4932
5291	0.7152	0.7988	0.5068
5292	0.7238	0.8120	0.5068
5293	0.7153	0.8068	0.4795
5294	0.6904	0.7701	0.4932
5295	0.6863	0.7696	0.5068
5296	0.7159	0.8043	0.4795
5297	0.7255	0.8038	0.5068
5298	0.7135	0.8068	0.5479
5299	0.7216	0.8147	0.5342
5300	0.7330	0.8218	0.5342
5301	0.6834	0.7663	0.5616
5302	0.7080	0.7936	0.4795
5303	0.7349	0.8227	0.5342
5304	0.7035	0.7829	0.5068
5305	0.6852	0.7801	0.5068
5306	0.7304	0.8183	0.5342
5307	0.6890	0.7750	0.5479
5308	0.7251	0.8096	0.5068
5309	0.6696	0.7531	0.4932
5310	0.7229	0.8042	0.5342
5311	0.7079	0.7925	0.4932
5312	0.6996	0.7925	0.5205
5313	0.7377	0.8265	0.5068
5314	0.6900	0.7849	0.4932
5315	0.7207	0.8099	0.5068
5316	0.7137	0.7983	0.5205
5317	0.7164	0.8009	0.5068
5318	0.7351	0.8226	0.5342
5319	0.7059	0.7952	0.5205
5320	0.6908	0.7705	0.4932
5321	0.7165	0.8007	0.5479
5322	0.6770	0.7645	0.4932
5323	0.7121	0.8052	0.5068
5324	0.7365	0.8133	0.4521
5325	0.6573	0.7507	0.5479
5326	0.7078	0.8009	0.5479
5327	0.6849	0.7766	0.4932
5328	0.6839	0.7646	0.4658
5329	0.7344	0.8235	0.5342
5330	0.7188	0.7973	0.5068
5331	0.7319	0.8115	0.4932
5332	0.6945	0.7744	0.5205
5333	0.6825	0.7752	0.5205
5334	0.7112	0.8048	0.5342
5335	0.7354	0.8183	0.4795
5336	0.7169	0.8066	0.5068
5337	0.7426	0.8198	0.4658
5338	0.7042	0.7937	0.5205
5339	0.6830	0.7747	0.5068
5340	0.7229	0.8075	0.4795
5341	0.6973	0.7824	0.5068
5342	0.7070	0.7925	0.4932
5343	0.7108	0.8043	0.5205
5344	0.7146	0.7999	0.5068
5345	0.7215	0.8017	0.4795
5346	0.6725	0.7678	0.5068
5347	0.7145	0.8040	0.5068
5348	0.6919	0.7741	0.5205
5349	0.6838	0.7751	0.4932
5350	0.7123	0.7908	0.5342
5351	0.6933	0.7733	0.4932
5352	0.6878	0.7711	0.5068
5353	0.6877	0.7809	0.5205
5354	0.6948	0.7741	0.5068
5355	0.7389	0.8293	0.5068
5356	0.7142	0.7929	0.5342
5357	0.7070	0.7880	0.5342
5358	0.6785	0.7732	0.5068
5359	0.6633	0.7481	0.5479
5360	0.7108	0.8014	0.4932
5361	0.7292	0.8127	0.5342
5362	0.7105	0.7955	0.5342
5363	0.7059	0.7871	0.5068
5364	0.7049	0.7985	0.5753
5365	0.7288	0.8205	0.5479
5366	0.7235	0.8045	0.4932
5367	0.6957	0.7755	0.4932
5368	0.7330	0.8153	0.5205
5369	0.6665	0.7626	0.4795
5370	0.7248	0.8161	0.5068
5371	0.6947	0.7774	0.5479
5372	0.7328	0.8151	0.4932
5373	0.7050	0.7875	0.5205
5374	0.7089	0.7987	0.5342
5375	0.7233	0.8015	0.4795
5376	0.6991	0.7854	0.5205
5377	0.6883	0.7795	0.4932
5378	0.6849	0.7799	0.5205
5379	0.7217	0.8052	0.5342
5380	0.7361	0.8280	0.4932
5381	0.6686	0.7528	0.5205
5382	0.7138	0.8032	0.5068
5383	0.6734	0.7652	0.5068
5384	0.6743	0.7696	0.5068
5385	0.7022	0.7940	0.4932
5386	0.7190	0.8090	0.4795
5387	0.6933	0.7860	0.5616
5388	0.6888	0.7717	0.5068
5389	0.7126	0.8026	0.5068
5390	0.7090	0.8024	0.4932
5391	0.7023	0.7859	0.4932
5392	0.6905	0.7844	0.5205
5393	0.7214	0.8128	0.4932
5394	0.7273	0.8107	0.5616
5395	0.7044	0.7897	0.5205
5396	0.7461	0.8344	0.4932
5397	0.7067	0.8002	0.5479
5398	0.6834	0.7758	0.5068
5399	0.7038	0.7832	0.5068
5400	0.7336	0.8176	0.4658
5401	0.6835	0.7637	0.5205
5402	0.7199	0.8042	0.5068
5403	0.6853	0.7780	0.5342
5404	0.7127	0.7976	0.4521
5405	0.6845	0.7671	0.5205
5406	0.7071	0.7865	0.5479
5407	0.6896	0.7724	0.4932
5408	0.7236	0.8034	0.4795
5409	0.6846	0.7781	0.4795
5410	0.7035	0.7830	0.5068
5411	0.6800	0.7675	0.4932
5412	0.7211	0.8134	0.5342
5413	0.6922	0.7789	0.4932
5414	0.7272	0.8158	0.5205
5415	0.6948	0.7767	0.5068
5416	0.7373	0.8201	0.5205
5417	0.6956	0.7889	0.5342
5418	0.7651	0.8547	0.5342
5419	0.6688	0.7636	0.5205
5420	0.7021	0.7921	0.4932
5421	0.7131	0.7985	0.4658
5422	0.7001	0.7927	0.4795
5423	0.7171	0.7996	0.5342
5424	0.7066	0.7965	0.4658
5425	0.7172	0.8069	0.5205
5426	0.7034	0.7928	0.5342
5427	0.6983	0.7838	0.5479
5428	0.6942	0.7851	0.5205
5429	0.6920	0.7865	0.5342
5430	0.6712	0.7637	0.4932
5431	0.7515	0.8272	0.5068
5432	0.6975	0.7874	0.5068
5433	0.6863	0.7807	0.5068
5434	0.6974	0.7905	0.5205
5435	0.7158	0.8003	0.4932
5436	0.6844	0.7678	0.5068
5437	0.6905	0.7771	0.5068
5438	0.7185	0.8002	0.5342
5439	0.6785	0.7590	0.4932
5440	0.7425	0.8235	0.4932
5441	0.7151	0.8079	0.5068
5442	0.7007	0.7860	0.5205
5443	0.6857	0.7727	0.5205
5444	0.7067	0.7970	0.5205
5445	0.6942	0.7848	0.4795
5446	0.6838	0.7773	0.4932
5447	0.7188	0.8104	0.5479
5448	0.7392	0.8307	0.4795
5449	0.7047	0.7942	0.5068
5450	0.6878	0.7730	0.4932
5451	0.7119	0.8028	0.5068
5452	0.6832	0.7632	0.5479
5453	0.7576	0.8400	0.4795
5454	0.7473	0.8344	0.4795
